NDMI,MSAVI,SI,Slope,TWI,VH,NDWI,label
-0.03797793,0.068847656,-0.15495995,0.061407506,6.8384495,-60.0,-0.082900055,0
-0.010533708,0.06689453,-0.13309208,0.042844146,7.198413,-60.0,-0.07175457,1
-0.04187969,0.07519531,-0.1486698,0.009865743,8.666914,-60.0,-0.083128385,0
-0.018699655,0.07397461,-0.1332226,0.1624393,5.865675,-60.0,-0.072472885,1
-0.028946243,0.07470703,-0.14646465,0.040903833,7.244758,-60.0,-0.0792393,0
-0.020097649,0.072753906,-0.14532183,0.055201095,6.944999,-60.0,-0.07942464,0
-0.030548718,0.076416016,-0.13357034,0.11009473,6.2546396,-60.0,-0.07256127,1
-0.034755133,0.071777344,-0.15391879,0.024339981,7.7638617,-60.0,-0.08221402,0
-0.015792442,0.072021484,-0.12981547,0.09250179,6.4287534,-60.0,-0.07005979,1
-0.025074145,0.064208984,-0.14285715,0.008848656,8.775717,-60.0,-0.07619048,0
-0.043817203,0.07324219,-0.14317854,0.03555036,7.3850317,-60.0,-0.07689979,0
-0.020081254,0.07519531,-0.14111923,0.034424517,7.417213,-60.0,-0.077747986,0
-0.045200054,0.068847656,-0.15189457,0.046932545,7.1072707,-60.0,-0.08051306,0
-0.032387648,0.075927734,-0.15683626,0.038193498,7.313317,-60.0,-0.08471714,0
-0.030392446,0.07910156,-0.15116483,0.008443034,8.82264,-60.0,-0.08216697,0
-0.034245595,0.080078125,-0.14919011,0.019523438,7.9843664,-60.0,-0.08290488,0
-0.034497537,0.08105469,-0.15805705,0.013895887,8.324389,-60.0,-0.087880254,0
-0.034445785,0.0769043,-0.15950426,0.053525902,6.9758162,-60.0,-0.085757345,0
-0.04253417,0.07348633,-0.15482977,0.107057504,6.282615,-60.0,-0.082298584,0
-0.0322446,0.075683594,-0.14169642,0.027574547,7.639089,-60.0,-0.079878904,0
-0.032863848,0.076660156,-0.13768302,0.019047989,8.009021,-60.0,-0.07748449,0
-0.012615832,0.078125,-0.14396586,0.017266115,8.107236,-60.0,-0.080249175,0
-0.012409813,0.063964844,-0.12362502,0.05505916,6.9475737,-60.0,-0.06521401,1
-0.041397333,0.07495117,-0.14940633,0.024888016,7.7415957,-60.0,-0.08045264,0
-0.02136007,0.072753906,-0.14540817,0.07073593,6.697028,-60.0,-0.07919721,0
-0.042987842,0.075683594,-0.15574391,0.036689337,7.3534956,-60.0,-0.084505044,0
-0.037752636,0.06762695,-0.13680732,0.032852944,7.4639406,-60.0,-0.07330214,0
-0.041382924,0.076660156,-0.15050924,0.09457848,6.4065514,-60.0,-0.08360966,0
-0.040509786,0.080078125,-0.16031374,0.038165186,7.3140583,-60.0,-0.08785963,0
-0.0040834844,0.0703125,-0.140556,0.02973892,7.5635257,-60.0,-0.07743281,0
-0.038257174,0.06713867,-0.15360102,0.059365094,6.8722754,-60.0,-0.08172718,0
-0.026201416,0.068359375,-0.14582115,0.020389719,7.9409513,-60.0,-0.0788279,0
-0.014108284,0.07397461,-0.1439765,0.01596656,8.185486,-60.0,-0.07933994,0
-0.026407573,0.06567383,-0.13505663,0.039063044,7.2908053,-60.0,-0.07112512,1
-0.03089431,0.06616211,-0.13010502,0.018807506,8.021727,-60.0,-0.070017956,1
-0.01778084,0.061767578,-0.12557258,0.079750665,6.5770764,-60.0,-0.06708595,1
-0.01867845,0.072753906,-0.14762184,0.05015625,7.0408387,-60.0,-0.08181114,0
-0.014054054,0.072509766,-0.13609467,0.023347508,7.805492,-60.0,-0.07325684,0
-0.035412263,0.072021484,-0.15287429,0.008311491,8.838344,-60.0,-0.08180202,0
-0.029785544,0.07373047,-0.13945895,0.024388779,7.761859,-60.0,-0.07882535,0
0.0048097945,0.06689453,-0.13229859,0.014902765,8.254436,-60.0,-0.072453626,1
-0.037649743,0.06640625,-0.15212566,0.025505815,7.717076,-60.0,-0.07968,0
-0.01296815,0.067871094,-0.13033147,0.06506271,6.78063,-60.0,-0.071275756,1
-0.020867147,0.07128906,-0.14646396,0.010437604,8.610567,-60.0,-0.07784584,0
-0.030329289,0.076660156,-0.14067279,0.029055372,7.5867786,-60.0,-0.079725005,0
-0.015101624,0.07519531,-0.14176649,0.037071384,7.343137,-60.0,-0.07912416,0
-0.024589086,0.061523438,-0.12924342,0.10026119,6.3482027,-60.0,-0.06841423,1
-0.023148656,0.0703125,-0.14271048,0.030219417,7.5474973,-60.0,-0.077313974,0
-0.03282028,0.07324219,-0.15051158,0.011478122,8.515539,-60.0,-0.08136151,0
-0.007274283,0.067871094,-0.12348668,0.13032559,6.0859447,-60.0,-0.06633982,1
-0.0017306028,0.06665039,-0.12188006,0.086519524,6.495611,-60.0,-0.06623536,1
-0.030828279,0.064697266,-0.13961275,0.05503277,6.948053,-60.0,-0.07350521,0
-0.040111616,0.080078125,-0.15955056,0.028456802,7.607595,-60.0,-0.08918206,0
-0.014434821,0.07519531,-0.14160772,0.06684505,6.7536044,-60.0,-0.07823129,0
-0.01875801,0.06542969,-0.13412336,0.053732894,6.9719567,-60.0,-0.071637616,1
-0.03567849,0.080566406,-0.15607353,0.014168469,8.304963,-60.0,-0.08698599,0
-0.032942798,0.067871094,-0.14790575,0.03663278,7.3550386,-60.0,-0.0795507,0
-0.033025805,0.07495117,-0.1528774,0.075530544,6.6314445,-60.0,-0.08344569,0
0.012416852,0.06591797,-0.12824315,0.0086825285,8.794669,-60.0,-0.07007265,1
-0.02927461,0.06640625,-0.14657283,0.0406704,7.2504816,-60.0,-0.07687886,0
-0.033777155,0.07861328,-0.15265006,0.017043767,8.120197,-60.0,-0.0836215,0
0.00390625,0.0703125,-0.1283651,0.031709556,7.499364,-60.0,-0.07165588,1
-0.008658585,0.06640625,-0.12552933,0.053094327,6.983912,-60.0,-0.06817856,1
-0.04123159,0.07519531,-0.15628026,0.07283694,6.6677585,-60.0,-0.08449425,0
-0.02689618,0.07348633,-0.140965,0.040689908,7.250002,-60.0,-0.07806913,0
-0.041920934,0.06738281,-0.13983586,0.11043431,6.25156,-60.0,-0.07454248,0
-0.03763565,0.07128906,-0.13988787,0.019621475,7.9793577,-60.0,-0.07602943,0
-0.022782233,0.0690918,-0.14221957,0.017149195,8.114031,-60.0,-0.077311635,0
-0.0413948,0.080566406,-0.15803075,0.012104247,8.462426,-60.0,-0.0885461,0
-0.043383654,0.07348633,-0.14597589,0.07374755,6.655334,-60.0,-0.077842474,0
-0.02871378,0.076660156,-0.14426939,0.013317298,8.366919,-60.0,-0.07909687,0
-0.037351444,0.07470703,-0.14386584,0.006560749,9.074878,-60.0,-0.08051453,0
-0.022360664,0.07421875,-0.13525385,0.068135455,6.734484,-60.0,-0.075116225,0
-0.037907507,0.07836914,-0.1608477,0.01983786,7.96839,-60.0,-0.08818065,0
-0.022559961,0.076171875,-0.13985045,0.02824021,7.6152353,-60.0,-0.0773459,0
-0.0025633138,0.0703125,-0.13552003,0.008113325,8.862474,-60.0,-0.075749196,0
-0.03915623,0.07543945,-0.15884878,0.057342734,6.9069357,-60.0,-0.08614009,0
-0.023082986,0.07080078,-0.1394799,0.08676953,6.492726,-60.0,-0.07629327,0
-0.028190529,0.064697266,-0.14533551,0.029837182,7.560227,-60.0,-0.07711251,0
-0.016895873,0.072265625,-0.14964007,0.025410883,7.7208047,-60.0,-0.08140037,0
-0.037820682,0.072753906,-0.15382175,0.01110119,8.54893,-60.0,-0.08161142,0
-0.024796922,0.07470703,-0.14752862,0.053672012,6.97309,-60.0,-0.08091459,0
-0.04183567,0.08105469,-0.16254218,0.053736996,6.9718804,-60.0,-0.0894716,0
-0.03769578,0.07885742,-0.15814696,0.035999343,7.3724813,-60.0,-0.087282546,0
-0.034519527,0.06933594,-0.14511539,0.02374195,7.7887387,-60.0,-0.077495165,0
-0.04809703,0.07080078,-0.14934982,0.08739484,6.485545,-60.0,-0.08213479,0
-0.004020276,0.051513672,-0.101914525,0.014537731,8.279235,-60.0,-0.051291514,1
-0.030319659,0.076660156,-0.14405957,0.10594538,6.2930574,-60.0,-0.07858996,0
-0.004954583,0.06665039,-0.12704599,0.08382071,6.5273013,-60.0,-0.068420276,1
-0.031724513,0.07006836,-0.15323752,0.020376373,7.941606,-60.0,-0.08113836,0
-0.022762483,0.06640625,-0.1388889,0.040569462,7.2529664,-60.0,-0.073720045,0
-0.024431577,0.07495117,-0.14903526,0.033890404,7.4328504,-60.0,-0.08038786,0
-0.025557095,0.071777344,-0.13406594,0.08673182,6.4931607,-60.0,-0.07455227,1
-0.045117352,0.08520508,-0.15317962,0.04372965,7.1779556,-60.0,-0.08497997,0
-0.013289457,0.07421875,-0.13478893,0.045255765,7.143652,-60.0,-0.074717395,1
-0.03057554,0.080322266,-0.155,0.0594039,6.871622,-60.0,-0.08378016,0
-0.0038314175,0.0690918,-0.12641189,0.21957207,5.5642967,-60.0,-0.06791844,1
-0.03342835,0.076416016,-0.15426272,0.04960488,7.0518928,-60.0,-0.08461762,0
-0.042770863,0.07348633,-0.13937794,0.05040986,7.035795,-60.0,-0.075474314,0
-0.024884792,0.06689453,-0.14750542,0.020721825,7.9247947,-60.0,-0.0783343,0
-0.025,0.06591797,-0.13726068,0.00870577,8.791996,-60.0,-0.072798,0
-0.041178152,0.07397461,-0.14183553,0.09126408,6.442224,-60.0,-0.0776153,0
-0.031721383,0.072265625,-0.1450682,0.029706456,7.5646176,-60.0,-0.08017817,0
-0.031505562,0.071777344,-0.15252075,0.063053355,6.8120008,-60.0,-0.080789946,0
-0.028771384,0.07324219,-0.15594631,0.05935994,6.872362,-60.0,-0.08404455,0
0.009076821,0.063964844,-0.12779908,0.047898702,7.0868936,-60.0,-0.07045561,1
-0.02511813,0.06933594,-0.14086147,0.01962358,7.9792504,-60.0,-0.07500343,0
-0.011612022,0.067871094,-0.13757862,0.054208476,6.963145,-60.0,-0.074371986,0
-0.04130104,0.07080078,-0.15197526,0.024643969,7.75145,-60.0,-0.08228768,0
-0.02196775,0.07714844,-0.14094874,0.026022065,7.697037,-60.0,-0.07833033,0
-0.031801138,0.079589844,-0.15430464,0.054059263,6.965901,-60.0,-0.083618276,0
-0.03480764,0.07519531,-0.15556948,0.0024019387,10.079706,-60.0,-0.08343126,0
-0.025998732,0.072509766,-0.1403118,0.05170917,7.010347,-60.0,-0.0751785,0
-0.04227728,0.080566406,-0.15646085,0.018565195,8.034694,-60.0,-0.088034496,0
-0.031565815,0.06640625,-0.14483775,0.0499708,7.0445433,-60.0,-0.076709665,0
-0.023773005,0.075683594,-0.1428999,0.06420996,6.7938232,-60.0,-0.07714003,0
-0.034882255,0.07128906,-0.15161532,0.022094611,7.8606486,-60.0,-0.08126411,0
-0.02199074,0.06347656,-0.13058603,0.01357879,8.347473,-60.0,-0.07016211,1
-0.02885074,0.07495117,-0.14554915,0.0027191585,9.95566,-60.0,-0.07908332,0
-0.016135229,0.076171875,-0.14113846,0.03856868,7.3035417,-60.0,-0.07967959,0
-0.032650176,0.079833984,-0.14697503,0.057683088,6.9010177,-60.0,-0.08171329,0
-0.028897433,0.072265625,-0.14927346,0.03962726,7.2764645,-60.0,-0.080447085,0
-0.037058882,0.07519531,-0.14492753,0.028736511,7.5978136,-60.0,-0.08147494,0
-0.039434962,0.07885742,-0.15396853,0.013711747,8.337729,-60.0,-0.08348548,0
-0.028683985,0.068603516,-0.14763637,0.0017533768,10.394439,-60.0,-0.08037793,0
-0.031058718,0.07080078,-0.14507702,0.053860802,6.969579,-60.0,-0.0779319,0
-0.040977713,0.07788086,-0.16084118,0.01792112,8.070003,-60.0,-0.08838727,0
-0.04494382,0.0715332,-0.1424,0.05469103,6.9542823,-60.0,-0.07562519,0
-0.012081464,0.067871094,-0.13346535,0.022324668,7.85029,-60.0,-0.07298175,1
-0.018209409,0.072265625,-0.13194343,0.085585035,6.506471,-60.0,-0.07193152,1
-0.030714002,0.079589844,-0.14514609,0.026396776,7.68274,-60.0,-0.08,0
-0.018331297,0.0703125,-0.14130716,0.04734094,7.0986066,-60.0,-0.07677309,0
-0.034102894,0.07373047,-0.1530498,0.04804433,7.083858,-60.0,-0.08290632,0
-0.031735834,0.07421875,-0.14948139,0.013964715,8.319448,-60.0,-0.08120517,0
-0.044544686,0.07348633,-0.14319447,0.023816237,7.7856145,-60.0,-0.077240944,0
-0.008656166,0.068847656,-0.1275016,0.038624886,7.3020854,-60.0,-0.06950398,1
-0.02451879,0.07324219,-0.14327918,0.027234813,7.651486,-60.0,-0.07799443,0
-0.011700183,0.071777344,-0.13190955,0.025725026,7.708518,-60.0,-0.07507209,1
-0.013017201,0.071777344,-0.14139785,0.06210723,6.8271194,-60.0,-0.07711821,0
-0.0059395246,0.06762695,-0.12651064,0.02583977,7.704067,-60.0,-0.0684852,1
-0.034380354,0.07519531,-0.15208504,0.07807429,6.598321,-60.0,-0.08190428,0
-0.014583801,0.07128906,-0.13811868,0.08014687,6.5721207,-60.0,-0.07607497,0
-0.02751178,0.075927734,-0.1478292,0.04710334,7.103638,-60.0,-0.080195844,0
-0.03181258,0.07714844,-0.15267175,0.06730954,6.74668,-60.0,-0.083333336,0
-0.038871072,0.07519531,-0.15599445,0.009130535,8.744358,-60.0,-0.08516802,0
-0.03159424,0.068359375,-0.13749467,0.076468304,6.6191053,-60.0,-0.0731053,0
-0.031954423,0.08276367,-0.14890489,0.040166453,7.26295,-60.0,-0.08344885,0
-0.03545285,0.079589844,-0.14734505,0.02257963,7.838934,-60.0,-0.08177721,0
-0.022489082,0.07128906,-0.13918576,0.054011706,6.966781,-60.0,-0.077237725,0
-0.039223302,0.07421875,-0.13851818,0.06067018,6.8505297,-60.0,-0.07534048,0
-0.03211158,0.07714844,-0.14271125,0.020885227,7.91694,-60.0,-0.08089834,0
-0.04612996,0.080566406,-0.1532377,0.02844342,7.608065,-60.0,-0.08638545,0
-0.02353484,0.07373047,-0.14424767,0.015309577,8.227504,-60.0,-0.079178885,0
-0.025923884,0.07080078,-0.15030125,0.075153306,6.6364517,-60.0,-0.081445195,0
-0.03382526,0.07543945,-0.15666041,0.06057029,6.8521776,-60.0,-0.08490981,0
-0.043016247,0.079589844,-0.15075561,0.02369395,7.7907624,-60.0,-0.08503244,0
-0.042976096,0.0769043,-0.15738185,0.00881434,8.779602,-60.0,-0.08545316,0
-0.03033249,0.07861328,-0.15106751,0.018355507,8.046053,-60.0,-0.08531012,0
-0.031045144,0.068115234,-0.14331582,0.081610665,6.5540214,-60.0,-0.076098904,0
-0.030834513,0.075927734,-0.1440975,0.16260166,5.864676,-60.0,-0.079905435,0
-0.038263228,0.07519531,-0.15590346,0.0013210006,10.677593,-60.0,-0.08346072,0
-0.04190952,0.07104492,-0.15009162,0.058453117,6.887757,-60.0,-0.08077645,0
-0.015958695,0.072753906,-0.139557,0.07659568,6.617441,-60.0,-0.07650834,0
-0.02829121,0.06542969,-0.13147877,0.058982387,6.878743,-60.0,-0.070656694,1
-0.027240979,0.07373047,-0.1503304,0.01574237,8.199626,-60.0,-0.08126294,0
-0.03521792,0.076660156,-0.1508128,0.059828743,6.8644958,-60.0,-0.0808768,0
-0.047301058,0.06982422,-0.15519568,0.044776857,7.1542907,-60.0,-0.082174465,0
-0.02549693,0.07373047,-0.14909805,0.02411652,7.773085,-60.0,-0.08104364,0
-0.018325549,0.07324219,-0.14277747,0.00926675,8.729549,-60.0,-0.078279175,0
-0.022373367,0.07421875,-0.13767965,0.02448303,7.758002,-60.0,-0.07944664,0
-0.013462293,0.068115234,-0.129771,0.05898155,6.878757,-60.0,-0.0706383,1
-0.04314569,0.07836914,-0.14110604,0.065387346,6.775653,-60.0,-0.07955771,0
-0.028655043,0.07519531,-0.1493291,0.07954166,6.5797005,-60.0,-0.080575146,0
-0.04298968,0.075683594,-0.15284118,0.024907405,7.740817,-60.0,-0.08231121,0
-0.028132992,0.075927734,-0.147651,0.071189195,6.6906404,-60.0,-0.08159393,0
-0.040106654,0.076171875,-0.15261473,0.02461292,7.752711,-60.0,-0.08460959,0
-0.026462914,0.06518555,-0.12829374,0.0937249,6.4156175,-60.0,-0.06917724,1
-0.018102156,0.07324219,-0.14247385,0.049653094,7.0509214,-60.0,-0.077565484,0
-0.02796554,0.068359375,-0.14112338,0.069371276,6.716509,-60.0,-0.07520892,0
-0.009725686,0.067871094,-0.13343799,0.020903371,7.916072,-60.0,-0.073533386,1
-0.01912799,0.06542969,-0.1272022,0.071653545,6.6841393,-60.0,-0.06864848,1
-0.031298906,0.064697266,-0.14453004,0.018695438,8.027702,-60.0,-0.07714617,0
-0.033467203,0.06713867,-0.1487669,0.04276192,7.200334,-60.0,-0.07873898,0
-0.007584207,0.06298828,-0.13148525,0.01594863,8.186609,-60.0,-0.07050048,1
-0.004510309,0.055908203,-0.110113166,0.023972178,7.7790885,-60.0,-0.05767585,1
-0.045723964,0.07397461,-0.1424227,0.026575131,7.6760063,-60.0,-0.07658016,0
-0.033834588,0.07397461,-0.15108988,0.058652792,6.8843465,-60.0,-0.08164983,0
-0.018572524,0.075683594,-0.14896676,0.037079416,7.34292,-60.0,-0.081346184,0
-0.039839033,0.06982422,-0.13799682,0.0909654,6.4455023,-60.0,-0.074936174,0
-0.042018477,0.08251953,-0.1526234,0.0156068355,8.208273,-60.0,-0.08750564,0
-0.022007767,0.075683594,-0.14510128,0.009306784,8.725239,-60.0,-0.07992203,0
-0.0090151,0.07128906,-0.13676319,0.053989455,6.967193,-60.0,-0.07427315,0
-0.032610074,0.068603516,-0.1494045,0.07254663,6.671752,-60.0,-0.07912243,0
-0.034451496,0.07910156,-0.15135135,0.04238213,7.209255,-60.0,-0.08250042,0
-0.0308902,0.07763672,-0.14499004,0.04896993,7.0647755,-60.0,-0.07911195,0
-0.044588793,0.08496094,-0.16155802,0.08479566,6.515737,-60.0,-0.09143504,0
-0.03454039,0.07788086,-0.1532191,0.030793076,7.5286922,-60.0,-0.08414138,0
-0.041978717,0.06542969,-0.1384075,0.04389592,7.174161,-60.0,-0.07544248,0
-0.04548486,0.07373047,-0.1551251,0.026299832,7.6864195,-60.0,-0.083257645,0
-0.03159537,0.067871094,-0.14991508,0.082884006,6.5385394,-60.0,-0.078638665,0
-0.04198038,0.07861328,-0.15643074,0.0142959785,8.296004,-60.0,-0.08627603,0
-0.024140453,0.0769043,-0.14604811,0.029814353,7.5609922,-60.0,-0.08068697,0
-0.0389444,0.07495117,-0.14639364,0.017932888,8.069345,-60.0,-0.08082409,0
-0.024610456,0.076660156,-0.14888507,0.016177416,8.172366,-60.0,-0.08084557,0
-0.046011433,0.07055664,-0.15586343,0.0389638,7.2933493,-60.0,-0.08265101,0
-0.023296593,0.07421875,-0.14039193,0.024464628,7.758754,-60.0,-0.07677437,0
-0.03136155,0.072509766,-0.1524344,0.0132737905,8.370191,-60.0,-0.0814119,0
-0.026335366,0.07495117,-0.14867474,0.04728753,7.0997353,-60.0,-0.0802245,0
-0.03340403,0.06958008,-0.14636064,0.038441453,7.3068457,-60.0,-0.07837918,0
-0.039697133,0.078125,-0.150298,0.051563423,7.0131693,-60.0,-0.08347572,0
-0.032152142,0.079833984,-0.14373484,0.037455045,7.3328404,-60.0,-0.07901159,0
-0.03495545,0.06982422,-0.14285715,0.08149386,6.555454,-60.0,-0.07777097,0
-0.01492163,0.07324219,-0.13657407,0.06998855,6.70765,-60.0,-0.075575024,0
-0.025169622,0.06933594,-0.14102729,0.020530647,7.9340634,-60.0,-0.07662557,0
-0.018621366,0.07714844,-0.14787926,0.023406858,7.8029532,-60.0,-0.08109405,0
-0.024933215,0.07421875,-0.14759825,0.039624665,7.2765303,-60.0,-0.08041441,0
-0.026534654,0.06640625,-0.14877707,0.042251315,7.2123466,-60.0,-0.07964861,0
-0.04052758,0.08300781,-0.15987824,0.03301304,7.4590797,-60.0,-0.0893003,0
-0.039232288,0.07299805,-0.14458641,0.012148077,8.458812,-60.0,-0.078580484,0
-0.031238604,0.07299805,-0.13954818,0.040151857,7.2633133,-60.0,-0.07659057,0
-0.022496909,0.07543945,-0.14129023,0.060224716,6.857899,-60.0,-0.07767784,0
-0.033255994,0.07421875,-0.13895217,0.06370265,6.8017554,-60.0,-0.079214334,0
-0.035657264,0.07421875,-0.15414013,0.04475958,7.1546764,-60.0,-0.082275644,0
-0.04410043,0.06689453,-0.15118283,0.026969142,7.6612887,-60.0,-0.07931845,0
-0.03798134,0.071777344,-0.15621544,0.05172783,7.009986,-60.0,-0.08476586,0
-0.038622502,0.07836914,-0.15666811,0.04630182,7.120801,-60.0,-0.08575287,0
-0.043707445,0.080078125,-0.16044776,0.04761761,7.0927796,-60.0,-0.08782011,0
-0.02886447,0.07421875,-0.14572169,0.025906956,7.7014704,-60.0,-0.07860049,0
-0.046639048,0.068359375,-0.15549077,0.035536487,7.385422,-60.0,-0.08189263,0
-0.035844915,0.080078125,-0.15310585,0.0071116323,8.99425,-60.0,-0.08334703,0
-0.0027855153,0.067871094,-0.13650794,0.02443077,7.760139,-60.0,-0.075075075,0
-0.011165387,0.07080078,-0.13239211,0.07490644,6.639742,-60.0,-0.074027285,1
-0.025412273,0.06762695,-0.14955357,0.058921453,6.8797765,-60.0,-0.0788568,0
-0.036510903,0.0769043,-0.15575486,0.011214615,8.538764,-60.0,-0.0842799,0
-0.02280228,0.07519531,-0.14844851,0.014108332,8.3092165,-60.0,-0.081341304,0
-0.029162476,0.06689453,-0.15029787,0.043502703,7.183159,-60.0,-0.078863345,0
-0.01957887,0.07128906,-0.13564399,0.0945475,6.406879,-60.0,-0.07449393,0
